Feature_1,Feature_2,Label
0.0,0.0,0.0
-0.0001881247410592099,0.0009831643228913522,0.0
0.0011657787977001177,0.0016275662231850635,0.0
-0.0005467031447808727,0.00295281945054752,0.0
0.0009478649395043147,0.003890192812771441,0.0
0.0033028314876772354,0.003760502528138085,0.0
-0.0018817208556278471,0.005703615937778018,0.0
0.00026623929446697347,0.007001947145924984,0.0
0.0019139936164445214,0.0077759128526836,0.0
-0.004891549149831991,0.007565381037276538,0.0
0.0007078911270776259,0.009984948199800807,0.0
0.0010759304310499402,0.010958318173522177,0.0
-0.0025130101393131764,0.011746199922376174,0.0
0.009590344639705123,0.008795669239377139,0.0
0.012541161143821705,0.006253948029019578,0.0
0.002794055255928858,0.014752760118972405,0.0
0.010021918092083247,0.012492955086001711,0.0
-0.012711112358710232,0.011313995349198736,0.0
0.012388932109965618,0.013082940589648978,0.0
0.014470619353235169,0.0123419714786408,0.0
-0.006092298516737234,0.0190705296304262,0.0
0.012195283838892196,0.017121868380964224,0.0
0.015325372769353385,0.015814626249734284,0.0
-0.01487526303412227,0.017572311708603502,0.0
0.01982785903372643,0.013565018851647667,0.0
-0.002596856780769972,0.024889921903519456,0.0
0.011317952607466479,0.023436253529148528,0.0
0.013990969025080303,0.023123861607847705,0.0
0.006522888729994595,0.02725843498361625,0.0
0.01532005384247429,0.02465726012013295,0.0
0.027573963010038754,0.011894505770544647,0.0
0.018972321854936042,0.02455556739889199,0.0
0.007158842462497476,0.031221820105469013,0.0
0.007698341954504756,0.032123461869994076,0.0
0.005646336441471095,0.03356239498932551,0.0
-0.026382941238865656,0.023051986714656383,0.0
0.019766681536468135,0.030130950768708534,0.0
-0.010969890171569543,0.0353751837042093,0.0
0.037730856160112194,-0.004824399569703212,0.0
0.013562996669382914,0.03660726280996603,0.0
-0.024736594017879865,0.03148500790539205,0.0
0.009275814657775513,0.03997907342806999,0.0
0.013547670483755088,0.03979942114564509,0.0
0.02963541207159604,0.031216116122156447,0.0
0.008004002503301341,0.04331066565732784,0.0
-0.0043781476284371935,0.04483177340295325,0.0
-0.02844006011063466,0.03621327570626662,0.0
0.04345475127016218,0.018030785559575525,0.0
0.006928641874645317,0.04754586041918313,0.0
-0.003134773790025563,0.048948773282906574,0.0
0.0181312215816862,0.04665046960072654,0.0
0.02128117967213654,0.046403892133949964,0.0
-0.005081034814561953,0.05180346714306626,0.0
0.020450358719602824,0.04895313336743243,0.0
0.035567695987832645,0.04070355957156217,0.0
0.018898380743827548,0.05170986648964075,0.0
-0.018789493853213303,0.05281322127365229,0.0
0.041750768919359985,0.038889343715913606,0.0
0.02223476123733275,0.053631646424398015,0.0
0.058288197617301286,0.00951096606385804,0.0
0.03655867919258655,0.04765158748784306,0.0
0.060499761766718285,0.008260266586070878,0.0
0.0010516904434128053,0.06205315056148622,0.0
0.04908848281213516,0.039588770858648537,0.0
0.05444457386088339,0.033763777654630386,0.0
0.022027973445389953,0.061222798676721285,0.0
0.003915784048213695,0.0659499182769286,0.0
0.03654399542169823,0.056236357310883604,0.0
0.02197810297902497,0.06442223901699258,0.0
0.06117003153720225,0.032074344012084095,0.0
